TIPO_PRODUTO;NOME_PRODUTO;DATA_FINALIZACAO_PROCESSO;CATEGORIA_REGULATORIA;NUMERO_REGISTRO_PRODUTO;DATA_VENCIMENTO_REGISTRO;NUMERO_PROCESSO;CLASSE_TERAPEUTICA;EMPRESA_DETENTORA_REGISTRO;SITUACAO_REGISTRO;PRINCIPIO_ATIVO;REGISTRO_VALIDO;ANO_REGISTRO;CLASSE_TERAPEUTICA_NORMALIZADA
MEDICAMENTO;ESTRADOT;04/09/2023;SIMILAR;100470655.0;2027-01-10;25351387052202325;ESTROGENOS SIMPLES;61286647000116 - SANDOZ DO BRASIL INDUSTRIA FARMACEUTICA LTDA;VALIDO;ESTRADIOL HEMI-HIDRATADO;Sim;2027;estrogenos_simples
MEDICAMENTO;FENERGAN;04/09/2023;NOVO;186200005.0;2026-01-08;25351381366202314;ANTI-HISTAMINICOS SISTEMICOS;38391432000143 - OPELLA HEALTHCARE BRAZIL LTDA;VALIDO;CLORIDRATO DE PROMETAZINA;Sim;2026;anti-histaminicos_sistemicos
MEDICAMENTO;POLARAX;04/09/2023;SIMILAR;144930069.0;2027-01-05;25351360365202336;ANTIALERGICOS;01858973000129 - AIRELA INDUSTRIA FARMACEUTICA LTDA.;VALIDO;MALEATO DE DEXCLORFENIRAMINA;Sim;2027;antialergicos
MEDICAMENTO;COMBIWAVE;;SIMILAR;110130299.0;2033-01-12;25351203382202377;ANTIASMATICOS;44363661000157 - GLENMARK FARMACEUTICA LTDA;VALIDO;XINAFOATO DE SALMETEROL +  PROPIONATO DE FLUTICASONA;Sim;2033;antiasmaticos
MEDICAMENTO;DORCIFLEXIN;;SIMILAR;115600255.0;2033-01-12;25351312386202183;RELAXANTES MUSCULARES CENTRAIS-ASSOCIACOES MEDICAMENTOSAS;17562075000169 - CIFARMA CIENTIFICA FARMACEUTICA LTDA;VALIDO;DIPIRONA MONOIDRATADA +  CITRATO DE ORFENADRINA +  CAFEINA ANIDRA;Sim;2033;relaxantes_musculares_centrais-associacoes_medicamentosas
MEDICAMENTO;LYBERDIA GOTAS;;NOVO;102351437.0;2033-01-12;25351008340202162;PSICOANALETICOS;57507378000365 - EMS S/A;VALIDO;DIMESILATO DE LISDEXANFETAMINA;Sim;2033;psicoanaleticos
MEDICAMENTO;NEVRALGEX DC;;SIMILAR;143810299.0;2033-01-12;25351583513202399;ANALGESICOS NAO NARCOTICOS;02814497000107 - CIMED INDUSTRIA S.A;VALIDO;CAFEINA +  DIPIRONA MONOIDRATADA +  MUCATO DE ISOMETEPTENO;Sim;2033;analgesicos_nao_narcoticos
MEDICAMENTO;ROJUZDA;;BIOLOGICO;101800416.0;2033-01-12;25351338046202344;ANTIANEMICOS;56998982000107 - BRISTOL-MYERS SQUIBB FARMACEUTICA LTDA;VALIDO;LUSPATERCEPTE;Sim;2033;antianemicos
MEDICAMENTO;XAQUELIV;;SIMILAR;102351436.0;2033-01-12;25351215372202384;ANALGESICOS CONTRA ENXAQUECA;57507378000365 - EMS S/A;VALIDO;MESILATO DE DI-HIDROERGOTAMINA +  CAFEINA +  DIPIRONA MONOIDRATADA;Sim;2033;analgesicos_contra_enxaqueca
MEDICAMENTO;sugamadex sodico;;GENERICO;146820113.0;2033-01-12;25351035516202159;OUTROS PRODS  NAO ENQUADRADOS EM CLASSE TERAPEUTICA ESPECIF;05035244000123 - SUN FARMACEUTICA DO BRASIL LTDA;VALIDO;SUGAMADEX SODICO;Sim;2033;outros_prods__nao_enquadrados_em_classe_terapeutica_especif
MEDICAMENTO;AREXVY;;BIOLOGICO;101070366.0;2033-01-12;25351099358202327;VACINAS;33247743000110 - GLAXOSMITHKLINE BRASIL LTDA;VALIDO;VACINA VIRUS SINCICIAL RESPIRATORIO (RECOMBINANTE +  ADJUVADA);Sim;2033;vacinas
MEDICAMENTO;Mevatyl;11/09/2023;ESPECIFICO;189770006.0;2027-01-01;25351247345202371;ANTIESPASMODICOS;31327287000192 - BIOPAS BRASIL PRODUTOS FARMACEUTICOS LTDA;VALIDO;TETRAIDROCANABINOL +  CANABIDIOL;Sim;2027;antiespasmodicos
MEDICAMENTO;BENEDESC PLUS;;SIMILAR;178170958.0;2033-01-12;25351350447202372;DESCONGESTIONANTES E ANTIALERGICOS;61082426000207 - COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.;VALIDO;MALEATO DE BRONFENIRAMINA +  CLORIDRATO DE FENILEFRINA;Sim;2033;descongestionantes_e_antialergicos
MEDICAMENTO;NEVRALPRO;;SIMILAR;143810300.0;2033-01-12;25351505906202361;ANTINFLAMATORIOS;02814497000107 - CIMED INDUSTRIA S.A;VALIDO;DICLOFENACO DIETILAMONIO;Sim;2033;antinflamatorios
MEDICAMENTO;acetato de icatibanto;;GENERICO;115410019.0;2033-01-12;25351615198202023;OUTROS PRODS  NAO ENQUADRADOS EM CLASSE TERAPEUTICA ESPECIF;18268051000164 - CIPLA BRASIL IMPORTADORA E DISTRIBUIDORA DE MEDICAMENTOS LTDA;VALIDO;ACETATO DE ICATIBANTO;Sim;2033;outros_prods__nao_enquadrados_em_classe_terapeutica_especif
MEDICAMENTO;AFETUS;11/12/2023;SIMILAR;100431492.0;2033-01-12;25351397561202366;ANTIDEPRESSIVOS;61190096000192 - EUROFARMA LABORATORIOS S.A.;VALIDO;CLORIDRATO DE SERTRALINA;Sim;2033;antidepressivos
MEDICAMENTO;ANAFRANIL;18/09/2023;NOVO;100470657.0;2026-01-06;25351394944202382;ANTIDEPRESSIVOS;61286647000116 - SANDOZ DO BRASIL INDUSTRIA FARMACEUTICA LTDA;VALIDO;CLORIDRATO DE CLOMIPRAMINA;Sim;2026;antidepressivos
MEDICAMENTO;BENEDESC PLUS;11/12/2023;SIMILAR;178170957.0;2033-01-12;25351347348202311;PRODUTO P.TERAPIA SINTOMATICA DA GRIPE;61082426000207 - COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.;VALIDO;MALEATO DE BRONFENIRAMINA +  CLORIDRATO DE FENILEFRINA;Sim;2033;produto_p.terapia_sintomatica_da_gripe
MEDICAMENTO;EPKINLY;;BIOLOGICO;198600021.0;2026-01-12;25351009611202369;OUTROS AGENTES ANTINEOPLASICOS;15800545000150 - ABBVIE FARMACEUTICA LTDA.;VALIDO;EPCORITAMABE;Sim;2026;outros_agentes_antineoplasicos
MEDICAMENTO;Prevenar 20;;BIOLOGICO;121100494.0;2033-01-12;25351256854202394;VACINAS;61072393000133 - PFIZER BRASIL LTDA;VALIDO;POLISSACARIDEO +  PROTEINA CARREADORA;Sim;2033;vacinas
MEDICAMENTO;CAPEDUC;;SIMILAR;102980591.0;2033-01-12;25351125681202282;OUTROS ANTINEOPLASICOS;44734671000151 - CRISTALIA PRODUTOS QUIMICOS FARMACEUTICOS LTDA.;VALIDO;CAPECITABINA;Sim;2033;outros_antineoplasicos
MEDICAMENTO;OPPY;;SIMILAR;103700787.0;2033-01-12;25351228111202162;ANALGESICOS NARCOTICOS;17159229000176 - LABORATORIO TEUTO BRASILEIRO S/A;VALIDO;SULFATO DE MORFINA PENTAIDRATADO;Sim;2033;analgesicos_narcoticos
MEDICAMENTO;hemifumarato de bisoprolol;;GENERICO;141070652.0;2033-01-12;25351061031202111;BETABLOQUEADORES SIMPLES;02501297000102 - PHARLAB INDUSTRIA FARMACEUTICA S.A.;VALIDO;HEMIFUMARATO DE BISOPROLOL;Sim;2033;betabloqueadores_simples
MEDICAMENTO;hemitartarato de zolpidem;;GENERICO;155840670.0;2033-01-12;25351002840202352;HIPNOTICOS;05161069000110 - BRAINFARMA INDUSTRIA QUIMICA E FARMACEUTICA S.A;VALIDO;HEMITARTARATO DE ZOLPIDEM;Sim;2033;hipnoticos
MEDICAMENTO;micafungina sodica;;GENERICO;155370119.0;2033-01-12;25351292478202211;ANTI-FUNGICOS;64171697000146 - ACCORD FARMACEUTICA LTDA;VALIDO;MICAFUNGINA SODICA;Sim;2033;anti-fungicos
MEDICAMENTO;vildagliptina;25/04/2022;GENERICO;123520293.0;2033-01-12;25351110918202221;ANTIDIABETICOS;73663650000190 - RANBAXY FARMACEUTICA LTDA;VALIDO;VILDAGLIPTINA;Sim;2033;antidiabeticos
MEDICAMENTO;AGATHA;;SIMILAR;121100495.0;2033-01-12;25351227830202328;ANTINEOPLASICO;61072393000133 - PFIZER BRASIL LTDA;VALIDO;PALBOCICLIBE;Sim;2033;antineoplasico
MEDICAMENTO;ANADOR;25/09/2023;SIMILAR;186200006.0;2031-01-02;25351461350202394;ANALGESICOS NAO NARCOTICOS;38391432000143 - OPELLA HEALTHCARE BRAZIL LTDA;VALIDO;DIPIRONA MONOIDRATADA;Sim;2031;analgesicos_nao_narcoticos
MEDICAMENTO;BLOQUERON;;SIMILAR;100850245.0;2033-01-12;25351711257202174;BLOQUEADOR NEUROMUSCULAR;31673254000102 - LABORATORIOS B. BRAUN S/A;VALIDO;BROMETO DE ROCURONIO;Sim;2033;bloqueador_neuromuscular
MEDICAMENTO;BRUKINSA;25/09/2023;NOVO;186420001.0;2024-01-08;25351419648202300;ANTINEOPLASICO;30763301000138 - BEIGENE BRASIL LTDA.;VALIDO;ZANUBRUTINIBE;Sim;2024;antineoplasico
MEDICAMENTO;CALCORT;25/09/2023;NOVO;115240019.0;2029-01-11;25351429245202361;GLICOCORTICOIDES SISTEMICOS;53359824000119 - BLANVER FARMOQUIMICA E FARMACEUTICA S.A.;VALIDO;DEFLAZACORTE;Sim;2029;glicocorticoides_sistemicos
MEDICAMENTO;CLORIDRATO DE AMBROXOL;25/09/2023;GENERICO;144930070.0;2027-01-07;25351442613202366;EXPECTORANTES BALSAMICOS E MUCOLITICO;01858973000129 - AIRELA INDUSTRIA FARMACEUTICA LTDA.;VALIDO;CLORIDRATO DE AMBROXOL;Sim;2027;expectorantes_balsamicos_e_mucolitico
MEDICAMENTO;DESCON;;SIMILAR;178170961.0;2033-01-12;25351345571202235;PRODUTO P.TERAPIA SINTOMATICA DA GRIPE;61082426000207 - COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.;VALIDO;MALEATO DE BRONFENIRAMINA +  CLORIDRATO DE FENILEFRINA;Sim;2033;produto_p.terapia_sintomatica_da_gripe
MEDICAMENTO;DESCON SINUS;;SIMILAR;178170960.0;2033-01-12;25351071640202269;DESCONGESTIONANTES E ANTIALERGICOS;61082426000207 - COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.;VALIDO;MALEATO DE BRONFENIRAMINA +  CLORIDRATO DE FENILEFRINA;Sim;2033;descongestionantes_e_antialergicos
MEDICAMENTO;DORFLEX;25/09/2023;NOVO;186200008.0;2026-01-08;25351462163202328;RELAXANTES MUSCULARES CENTRAIS-ASSOCIACOES MEDICAMENTOSAS;38391432000143 - OPELLA HEALTHCARE BRAZIL LTDA;VALIDO;CITRATO DE ORFENADRINA +  DIPIRONA MONOIDRATADA +  CAFEINA ANIDRA;Sim;2026;relaxantes_musculares_centrais-associacoes_medicamentosas
MEDICAMENTO;DORFLEX DIP;25/09/2023;SIMILAR;186200007.0;2033-01-01;25351461396202311;ANALGESICOS NAO NARCOTICOS;38391432000143 - OPELLA HEALTHCARE BRAZIL LTDA;VALIDO;DIPIRONA MONOIDRATADA;Sim;2033;analgesicos_nao_narcoticos
MEDICAMENTO;EXPECVEM;;SIMILAR;144930074.0;2033-01-12;25351361164202356;EXPECTORANTES;01858973000129 - AIRELA INDUSTRIA FARMACEUTICA LTDA.;VALIDO;GUAIFENESINA;Sim;2033;expectorantes
MEDICAMENTO;FORASEQ;25/09/2023;NOVO;100470658.0;2026-01-03;25351415977202373;OUTROS MEDICAMENTOS ANTIASMATICOS;61286647000116 - SANDOZ DO BRASIL INDUSTRIA FARMACEUTICA LTDA;VALIDO;FUMARATO DE FORMOTEROL DIIDRATADO +  BUDESONIDA;Sim;2026;outros_medicamentos_antiasmaticos
MEDICAMENTO;FRONTLEV;;SIMILAR;105730064.0;2033-01-12;25351415419202316;ANTICONVULSIVANTES;60659463002992 - ACHE LABORATORIOS FARMACEUTICOS S.A;VALIDO;LEVETIRACETAM;Sim;2033;anticonvulsivantes
MEDICAMENTO;HYBLUT;22/12/2023;BIOLOGICO;155840671.0;2033-01-12;25351650293202235;ANTITROMBOTICO;05161069000110 - BRAINFARMA INDUSTRIA QUIMICA E FARMACEUTICA S.A;VALIDO;ENOXAPARINA SODICA;Sim;2033;antitrombotico
MEDICAMENTO;INVOLU;;SIMILAR;100431493.0;2033-01-12;25351505907202314;OUTROS PRODUTOS COM ACAO NO TRATO URINARIO;61190096000192 - EUROFARMA LABORATORIOS S.A.;VALIDO;SUCCINATO DE SOLIFENACINA;Sim;2033;outros_produtos_com_acao_no_trato_urinario
MEDICAMENTO;KELAC;;SIMILAR;178170959.0;2033-01-12;25351409193202144;ANTINFLAMATORIOS;61082426000207 - COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.;VALIDO;TROMETAMOL CETOROLACO;Sim;2033;antinflamatorios
MEDICAMENTO;PALYNZIQ;22/12/2023;BIOLOGICO;173330007.0;2033-01-12;25351877508202182;ENZIMA PARA REPOSICAO;08002360000134 - BIOMARIN BRASIL FARMACEUTICA LTDA;VALIDO;PEGVALIASE;Sim;2033;enzima_para_reposicao
MEDICAMENTO;PEMDIA;24/10/2022;NOVO;155730068.0;2033-01-12;25351808571202179;ANTINEOPLASICO;05333542000108 - TEVA FARMACEUTICA LTDA.;VALIDO;PEMETREXEDE;Sim;2033;antineoplasico
MEDICAMENTO;PLUVICTO;22/12/2023;RADIOFARMACO;100681186.0;2023-01-12;25351636049202260;ANTINEOPLASICO;56994502000130 - NOVARTIS BIOCIENCIAS S.A;VALIDO;VIPIVOTIDA TETRAXETANA (177 LU);Sim;2023;antineoplasico
MEDICAMENTO;TALVEY;22/12/2023;BIOLOGICO;112363441.0;2033-01-12;25351062335202367;IMUNOGLOBULINAS;51780468000187 - JANSSEN-CILAG FARMACEUTICA LTDA;VALIDO;TALQUETAMABE;Sim;2033;imunoglobulinas
MEDICAMENTO;VARYLIFT;;ESPECIFICO;104971524.0;2033-01-12;25351024081202206;ANTIVARICOSOS DE ACAO SISTEMICA;60665981000118 - UNIAO QUIMICA FARMACEUTICA NACIONAL S/A;VALIDO;DIOSMINA +  FLAVONOIDES EXPRESSOS EM HESPERIDINA;Sim;2033;antivaricosos_de_acao_sistemica
MEDICAMENTO;cloridrato de duloxetina;;GENERICO;154230353.0;2033-01-12;25351563824202099;ANTIDEPRESSIVOS;03485572000104 - GEOLAB INDUSTRIA FARMACEUTICA S/A;VALIDO;CLORIDRATO DE DULOXETINA;Sim;2033;antidepressivos
MEDICAMENTO;desloratadina;;GENERICO;115600257.0;2033-01-12;25351199273202348;ANTI-HISTAMINICOS PARA USO SISTEMICO;17562075000169 - CIFARMA CIENTIFICA FARMACEUTICA LTDA;VALIDO;DESLORATADINA;Sim;2033;anti-histaminicos_para_uso_sistemico
MEDICAMENTO;levetiracetam;;GENERICO;156510110.0;2033-01-12;25351830585202179;ANTICONVULSIVANTES;05254971000181 - ZYDUS NIKKHO FARMACEUTICA LTDA;VALIDO;LEVETIRACETAM;Sim;2033;anticonvulsivantes
MEDICAMENTO;tartarato de brimonidina + maleato de timolol;;GENERICO;102351438.0;2033-01-12;25351433360202259;ANTIGLAUCOMATOSOS;57507378000365 - EMS S/A;VALIDO;TARTARATO DE BRIMONIDINA +  MALEATO DE TIMOLOL;Sim;2033;antiglaucomatosos
MEDICAMENTO;trometamol cetorolaco;;GENERICO;115600256.0;2033-01-12;25351040442202253;ANTINFLAMATORIOS;17562075000169 - CIFARMA CIENTIFICA FARMACEUTICA LTDA;VALIDO;TROMETAMOL CETOROLACO;Sim;2033;antinflamatorios
MEDICAMENTO;ALGILIVE;29/12/2023;SIMILAR;105730065.0;2033-01-12;25351441704202384;ANTINFLAMATORIOS ANTIREUMATICOS;60659463002992 - ACHE LABORATORIOS FARMACEUTICOS S.A;VALIDO;LISINATO DE CETOPROFENO;Sim;2033;antinflamatorios_antireumaticos
MEDICAMENTO;BENEDESC PLUS;29/12/2023;SIMILAR;178170962.0;2033-01-12;25351391856202329;PRODUTO P.TERAPIA SINTOMATICA DA GRIPE;61082426000207 - COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.;VALIDO;MALEATO DE BRONFENIRAMINA +  CLORIDRATO DE FENILEFRINA;Sim;2033;produto_p.terapia_sintomatica_da_gripe
MEDICAMENTO;CEBETYM;29/12/2023;SIMILAR;115600258.0;2033-01-12;25351789945202140;GLICOCORTICOIDES TOPICOS - ASSOCIACAO MEDICAMENTOSA;17562075000169 - CIFARMA CIENTIFICA FARMACEUTICA LTDA;VALIDO;CETOCONAZOL +  DIPROPIONATO DE BETAMETASONA +  SULFATO DE NEOMICINA;Sim;2033;glicocorticoides_topicos_-_associacao_medicamentosa
MEDICAMENTO;DORFLEX UNO;02/10/2023;SIMILAR;186200009.0;2027-01-10;25351381281202336;ANALGESICOS NAO NARCOTICOS;38391432000143 - OPELLA HEALTHCARE BRAZIL LTDA;VALIDO;DIPIRONA MONOIDRATADA;Sim;2027;analgesicos_nao_narcoticos
MEDICAMENTO;EMGALITY;02/10/2023;BIOLOGICO;100330224.0;;25351482870202331;OUTRAS PREPARACOES ANTIENXAQUECA;61230314000175 - LIBBS FARMACEUTICA LTDA;VALIDO;GALCANEZUMABE;Sim;;outras_preparacoes_antienxaqueca
MEDICAMENTO;HYVORA;29/12/2023;SIMILAR;155840672.0;2033-01-12;25351526416202307;ANTIFUNGICOS PARA USO SISTEMICO + ANTIFUNGICOS PARA USO SISTEMICO;05161069000110 - BRAINFARMA INDUSTRIA QUIMICA E FARMACEUTICA S.A;VALIDO;VORICONAZOL;Sim;2033;antifungicos_para_uso_sistemico_+_antifungicos_para_uso_sistemico
MEDICAMENTO;LENITIVE;02/10/2023;FITOTERAPICO;120090037.0;2031-01-03;25351230566202318;ANSIOLITICOS SIMPLES + FITOTERAPICO SIMPLES;68032192000151 - BIONATUS LABORATORIO BOTANICO LTDA;VALIDO;VALERIANA OFFICINALIS L.;Sim;2031;ansioliticos_simples_+_fitoterapico_simples
MEDICAMENTO;PAXLOVID;29/12/2023;NOVO;121100496.0;2033-01-12;25351663939202244;ANTIVIROTICOS;61072393000133 - PFIZER BRASIL LTDA;VALIDO;NIRMATRELVIR +  RITONAVIR;Sim;2033;antiviroticos
MEDICAMENTO;REDATIM;01/08/2016;SIMILAR;102351165.0;2026-01-08;25351467064201441;VASODILATADORES;57507378000365 - EMS S/A;VALIDO;CITRATO DE SILDENAFILA;Sim;2026;vasodilatadores
MEDICAMENTO;SIRDALUD;02/10/2023;NOVO;100470659.0;2025-01-03;25351395141202345;RELAXANTES MUSCULARES CENTRAIS SIMPLES;61286647000116 - SANDOZ DO BRASIL INDUSTRIA FARMACEUTICA LTDA;VALIDO;CLORIDRATO DE TIZANIDINA;Sim;2025;relaxantes_musculares_centrais_simples
MEDICAMENTO;ZONIDRA;29/12/2023;SIMILAR;102980592.0;2033-01-12;25351061026202116;ANTIGLAUCOMATOSOS;44734671000151 - CRISTALIA PRODUTOS QUIMICOS FARMACEUTICOS LTDA.;VALIDO;CLORIDRATO DE DORZOLAMIDA;Sim;2033;antiglaucomatosos
MEDICAMENTO;cloridrato de duloxetina;29/12/2023;GENERICO;104971526.0;2033-01-12;25351352662202146;ANTIDEPRESSIVOS;60665981000118 - UNIAO QUIMICA FARMACEUTICA NACIONAL S/A;VALIDO;CLORIDRATO DE DULOXETINA;Sim;2033;antidepressivos
MEDICAMENTO;dutasterida + cloridrato de tansulosina;29/12/2023;GENERICO;156510111.0;2033-01-12;25351767825202019;OUTROS PRODUTOS COM ACAO NO TRATO URINARIO;05254971000181 - ZYDUS NIKKHO FARMACEUTICA LTDA;VALIDO;DUTASTERIDA +  CLORIDRATO DE TANSULOSINA;Sim;2033;outros_produtos_com_acao_no_trato_urinario
MEDICAMENTO;mesilato de doxazosina;29/12/2023;GENERICO;104971525.0;2033-01-12;25351048469202294;OUTROS PRODUTOS COM ACAO NO TRATO URINARIO;60665981000118 - UNIAO QUIMICA FARMACEUTICA NACIONAL S/A;VALIDO;MESILATO DE DOXAZOSINA;Sim;2033;outros_produtos_com_acao_no_trato_urinario
MEDICAMENTO;tosilato de sorafenibe;29/12/2023;GENERICO;155370120.0;2033-01-12;25351287112202319;ANTINEOPLASICO;64171697000146 - ACCORD FARMACEUTICA LTDA;VALIDO;TOSILATO DE SORAFENIBE;Sim;2033;antineoplasico
MEDICAMENTO;BONPETI;08/01/2024;SIMILAR;103920229.0;2034-01-01;25351570279202259;ESTIMULANTES DO APETITE;30222814000131 - VITAMEDIC INDUSTRIA FARMACEUTICA LTDA;VALIDO;CLORIDRATO DE CIPROEPTADINA +  CLORIDRATO DE TIAMINA +  FOSFATO SODICO DE RIBOFLAVINA +  CLORIDRATO DE PIRIDOXINA +  NICOTINAMIDA +  ACIDO ASCORBICO;Sim;2034;estimulantes_do_apetite
MEDICAMENTO;ECIBE;08/01/2024;SIMILAR;178170963.0;2034-01-01;25351751635202071;ANTINFLAMATORIOS ANTIREUMATICOS;61082426000207 - COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.;VALIDO;ETORICOXIBE;Sim;2034;antinflamatorios_antireumaticos
MEDICAMENTO;PLASMOVE;09/10/2023;FITOTERAPICO;120090038.0;2031-01-10;25351231056202350;ANTIVARICOSOS DE ACAO SISTEMICA + FITOTERAPICO SIMPLES;68032192000151 - BIONATUS LABORATORIO BOTANICO LTDA;VALIDO;AESCULUS HIPPOCASTANUM L.;Sim;2031;antivaricosos_de_acao_sistemica_+_fitoterapico_simples
MEDICAMENTO;RITAPEELS;09/10/2023;FITOTERAPICO;120090039.0;2030-01-02;25351232162202351;FITOTERAPICO SIMPLES + VASODILATADORES CEREBRAIS;68032192000151 - BIONATUS LABORATORIO BOTANICO LTDA;VALIDO;GINKGO BILOBA L.;Sim;2030;fitoterapico_simples_+_vasodilatadores_cerebrais
MEDICAMENTO;Vacina COVID-19 (recombinante);08/01/2023;BIOLOGICO;185750001.0;2026-01-01;25351517119202281;VACINAS;29536205000178 - ZALIKA FARMACEUTICA LTDA;VALIDO;VACINA COVID-19 (RECOMBINANTE E INATIVADA) +  VACINA COVID-19 (RECOMBINANTE);Sim;2026;vacinas
MEDICAMENTO;BENALET;16/10/2023;NOVO;157211204.0;2027-01-09;25351464201202387;ANTITUSSIGENOS-ASSOCIACOES MEDICAMENTOSAS;59748988000114 - JOHNSON & JOHNSON INDUSTRIAL LTDA.;VALIDO;CLORIDRATO DE DIFENIDRAMINA +  CLORETO DE AMONIO +  CITRATO DE SODIO;Sim;2027;antitussigenos-associacoes_medicamentosas
MEDICAMENTO;BENALET TSC;16/10/2023;NOVO;157211206.0;2027-01-08;25351464247202304;ANTITUSSIGENOS;59748988000114 - JOHNSON & JOHNSON INDUSTRIAL LTDA.;VALIDO;BROMIDRATO DE DEXTROMETORFANO;Sim;2027;antitussigenos
MEDICAMENTO;DAKTARIN GEL ORAL;16/10/2023;NOVO;157211207.0;2027-01-01;25351464481202323;ANTIMICOTICOS PARA USO TOPICO;59748988000114 - JOHNSON & JOHNSON INDUSTRIAL LTDA.;VALIDO;MICONAZOL;Sim;2027;antimicoticos_para_uso_topico
MEDICAMENTO;IMOSEC;16/10/2023;NOVO;157211211.0;2028-01-02;25351464684202310;ANTIDIARREICOS ADSORVENTES E ANTIFISETICOS;59748988000114 - JOHNSON & JOHNSON INDUSTRIAL LTDA.;VALIDO;CLORIDRATO DE LOPERAMIDA;Sim;2028;antidiarreicos_adsorventes_e_antifiseticos
MEDICAMENTO;KOLI D3;;ESPECIFICO;135690747.0;2034-01-01;25351046778202220;VITAMINA D E ANALOGOS;00923140000131 - EMS SIGMA PHARMA LTDA;VALIDO;COLECALCIFEROL;Sim;2034;vitamina_d_e_analogos
MEDICAMENTO;MOTILIUM;16/10/2023;NOVO;157211213.0;2025-01-01;25351464757202373;ANTIEMETICOS E ANTINAUSEANTES;59748988000114 - JOHNSON & JOHNSON INDUSTRIAL LTDA.;VALIDO;DOMPERIDONA;Sim;2025;antiemeticos_e_antinauseantes
MEDICAMENTO;MOZ;12/04/2021;SIMILAR;165070026.0;2034-01-01;25351578851201841;CITOSTATICOS ALQUILANTES;24633934000129 - CAMBER FARMACEUTICA LTDA;VALIDO;TEMOZOLOMIDA;Sim;2034;citostaticos_alquilantes
MEDICAMENTO;MYLICON;16/10/2023;NOVO;157211209.0;2026-01-11;25351464652202314;ADSORVENTES E ANTIFISETICOS INTESTINAIS SIMPLES;59748988000114 - JOHNSON & JOHNSON INDUSTRIAL LTDA.;VALIDO;SIMETICONA;Sim;2026;adsorventes_e_antifiseticos_intestinais_simples
MEDICAMENTO;NICORETTE;16/10/2023;NOVO;157211210.0;2029-01-05;25351464677202318;ANTITABAGICO;59748988000114 - JOHNSON & JOHNSON INDUSTRIAL LTDA.;VALIDO;NICOTINA;Sim;2029;antitabagico
MEDICAMENTO;PIPTA;;SIMILAR;103700788.0;2034-01-01;25351035608202139;PENICILINAS PENICILINASE-RESISTENTES;17159229000176 - LABORATORIO TEUTO BRASILEIRO S/A;VALIDO;PIPERACILINA SODICA +  TAZOBACTAM SODICO;Sim;2034;penicilinas_penicilinase-resistentes
MEDICAMENTO;Reactine;16/10/2023;NOVO;157211212.0;2029-01-11;25351464741202361;ANTI-HISTAMINICOS SISTEMICOS;59748988000114 - JOHNSON & JOHNSON INDUSTRIAL LTDA.;VALIDO;DICLORIDRATO DE CETIRIZINA;Sim;2029;anti-histaminicos_sistemicos
MEDICAMENTO;TYLENOL DC;16/10/2023;NOVO;157211205.0;2027-01-09;25351464218202334;ANALGESICOS NAO NARCOTICOS;59748988000114 - JOHNSON & JOHNSON INDUSTRIAL LTDA.;VALIDO;PARACETAMOL +  CAFEINA;Sim;2027;analgesicos_nao_narcoticos
MEDICAMENTO;TYLENOL SINUS;16/10/2023;NOVO;157211208.0;2029-01-02;25351464493202358;PRODUTO P.TERAPIA SINTOMATICA DA GRIPE;59748988000114 - JOHNSON & JOHNSON INDUSTRIAL LTDA.;VALIDO;PARACETAMOL +  CLORIDRATO DE PSEUDOEFEDRINA;Sim;2029;produto_p.terapia_sintomatica_da_gripe
MEDICAMENTO;ALLEGRA;23/10/2023;NOVO;186200010.0;2027-01-05;25351571208202354;ANTI-HISTAMINICOS SISTEMICOS;38391432000143 - OPELLA HEALTHCARE BRAZIL LTDA;VALIDO;CLORIDRATO DE FEXOFENADINA;Sim;2027;anti-histaminicos_sistemicos
MEDICAMENTO;DUOVAZI;22/01/2024;ESPECIFICO;103920232.0;2034-01-01;25351215369202361;ANTIVARICOSOS DE ACAO SISTEMICA;30222814000131 - VITAMEDIC INDUSTRIA FARMACEUTICA LTDA;VALIDO;DIOSMINA +  HESPERIDINA;Sim;2034;antivaricosos_de_acao_sistemica
MEDICAMENTO;LITFULO;22/01/2024;NOVO;121100497.0;2034-01-01;25351469547202291;IMUNOSUPRESSOR;61072393000133 - PFIZER BRASIL LTDA;VALIDO;TOSILATO DE RITLECITINIBE;Sim;2034;imunosupressor
MEDICAMENTO;LUR D12;22/01/2024;SIMILAR;105730068.0;2034-01-01;25351822516202353;ANTI-HISTAMINICOS SISTEMICOS;60659463002992 - ACHE LABORATORIOS FARMACEUTICOS S.A;VALIDO;SULFATO DE PSEUDOEFEDRINA +  DESLORATADINA;Sim;2034;anti-histaminicos_sistemicos
